,prev_month_usage,tenure,contract_type,dob,country,paperless,mob_data,churn
0,,17.0,Fixed Contract,03 August 1978,England,1,3.6708,1
1,1.2782885055008804,17.0,Fixed Contract,27 November 1972,Wales,0,1.4776,0
2,5.044904198487089,14.0,Fixed Contract,09 December 1981,England,1,5.0345,1
3,,21.0,Rolling Contract,31 May 1992,Wales,1,11.3131,1
4,3.384625568819386,23.0,Fixed Contract,28 December 1976,Scotland,1,2.6148,0
5,1.6348971097567557,26.0,Rolling Contract,17 July 1975,Wales,0,1.9298000000000002,1
6,11.013085291879769,21.0,Rolling Contract,13 February 1998,Scotland,0,10.5953,0
7,6.0570256854179405,12.0,Fixed Contract,22 May 1987,Wales,1,5.6452,1
8,2.7783041276712566,18.0,Fixed Contract,29 October 1977,England,0,3.9528999999999996,1
9,3.4036393202587774,20.0,Rolling Contract,20 October 1980,England,1,4.5146,0
10,4.283665261859464,20.0,Fixed Contract,26 November 1983,England,1,3.732,1
11,4.419221138039182,29.0,Rolling Contract,23 January 1977,Scotland,1,4.2474,1
12,1.8936007525656555,21.0,Fixed Contract,27 January 1974,England,0,1.8473000000000002,1
13,,22.0,Rolling Contract,14 March 2003,Wales,1,13.8068,1
14,12.808113180257065,17.0,Fixed Contract,07 March 1999,Scotland,1,12.587,1
15,5.6336447935155345,30.0,Rolling Contract,10 February 1983,Scotland,1,4.6335,1
16,8.919157307133947,17.0,Fixed Contract,03 October 1993,Wales,0,7.7491,1
17,3.6029021991656185,20.0,Fixed Contract,28 September 1977,England,1,2.9403,1
18,5.024313621788544,18.0,Rolling Contract,27 June 1986,Scotland,1,7.0292,1
19,9.478006059635206,28.0,Rolling Contract,25 March 1997,Scotland,1,10.4046,1
20,12.460127982009631,17.0,Fixed Contract,22 March 1994,England,0,11.5053,1
21,3.168630639454177,16.0,Fixed Contract,29 January 1971,NI,0,2.5761,0
22,0.8809611925022465,24.0,Rolling Contract,21 March 1968,Scotland,0,0.3248,0
23,8.813505724843404,23.0,Fixed Contract,21 December 1990,England,1,10.1869,0
24,6.2044379366907325,17.0,Rolling Contract,28 October 1983,Wales,1,4.5432,1
25,0.2892671295131872,21.0,Fixed Contract,19 May 1970,Wales,1,1.1642,0
26,8.838317505136239,15.0,Fixed Contract,29 November 1991,Scotland,1,8.82,1
27,3.3849278129757856,16.0,Fixed Contract,24 February 1979,England,0,3.0358,1
28,3.4100824500949938,12.0,Fixed Contract,27 April 1977,England,0,4.1404,1
29,1.7138670304736165,18.0,Fixed Contract,13 January 1973,NI,1,2.2589,0
30,4.01697289900733,17.0,Fixed Contract,01 January 1984,England,1,4.4053,0
31,14.354594913989903,14.0,Fixed Contract,10 November 1997,England,0,12.9547,1
32,1.9458634640398556,19.0,Fixed Contract,04 August 1970,England,1,0.9967999999999999,0
33,8.598418706152604,17.0,Fixed Contract,13 June 1994,England,1,8.8872,0
34,6.206035858014231,14.0,Fixed Contract,01 February 1982,NI,1,5.9677,1
35,6.202200465574064,11.0,Fixed Contract,09 July 1991,England,1,8.7008,1
36,3.218738719945625,15.0,Fixed Contract,03 May 1977,Wales,1,2.1409,0
37,15.110721875787267,16.0,Rolling Contract,22 June 2001,Wales,1,14.278,1
38,9.641615566005461,13.0,Fixed Contract,13 October 1994,England,0,9.7935,1
39,1.8829367065485345,24.0,Rolling Contract,17 November 1969,Wales,1,1.6355,0
40,4.248541245319576,22.0,Fixed Contract,12 September 1982,England,1,5.7344,1
41,2.436497883812236,16.0,Rolling Contract,28 December 1974,England,0,1.9658000000000002,0
42,0.8976809872309315,14.0,Fixed Contract,26 December 1969,England,1,1.8734000000000002,0
43,,18.0,Rolling Contract,11 July 1976,England,0,2.5004,1
44,9.810176867094105,11.0,Fixed Contract,29 March 1998,Wales,1,10.5108,1
45,6.25047292893894,25.0,Rolling Contract,22 November 1983,Scotland,1,5.6777,1
46,3.8232712374538105,12.0,Fixed Contract,15 June 1980,NI,0,3.4755,1
47,9.417286666299189,18.0,Fixed Contract,19 February 1991,England,1,8.8745,0
48,4.242647756812336,18.0,Fixed Contract,29 June 1976,England,1,2.8659,0
49,13.927303741958202,19.0,Fixed Contract,15 August 1998,NI,1,12.6884,0
50,2.6917430709167736,19.0,Rolling Contract,28 January 1975,England,1,2.5078,1
51,0.8485719360137605,23.0,Rolling Contract,22 October 1976,NI,1,3.1289,0
52,4.373888606201568,19.0,Fixed Contract,22 July 1982,England,1,5.0716,1
53,3.8197599531268027,20.0,Fixed Contract,09 February 1981,Scotland,0,4.8445,1
54,7.775687414177106,21.0,Fixed Contract,23 May 1989,Wales,1,7.3515,1
55,7.977554304816199,19.0,Fixed Contract,23 April 1991,England,0,7.083,1
56,3.9755289200053565,21.0,Fixed Contract,21 June 1983,England,1,5.8561,0
57,1.6453062015357731,26.0,Rolling Contract,05 September 1973,England,0,2.505,0
58,3.0271045874554097,23.0,Rolling Contract,19 April 1979,England,1,3.1522,1
59,9.208048618477356,16.0,Fixed Contract,27 January 1989,Wales,1,7.2374,1
60,4.833259400083706,20.0,Rolling Contract,28 April 1978,England,1,3.5879000000000003,1
61,2.464908343706208,14.0,Fixed Contract,29 July 1970,England,1,1.7004000000000001,1
62,9.33842323840707,18.0,Fixed Contract,31 December 1987,England,1,8.5671,1
63,9.582285034637234,11.0,Fixed Contract,15 September 1992,England,1,8.7517,1
64,6.951191364233463,11.0,Fixed Contract,02 November 1986,Wales,0,5.8339,1
65,9.853228117331764,17.0,Fixed Contract,07 September 1994,Wales,1,9.7606,1
66,0.5734613254344045,24.0,Rolling Contract,15 February 1964,England,1,0.9373,1
67,6.943423981828539,11.0,Fixed Contract,15 February 1991,Wales,1,7.6198999999999995,1
68,2.439163011509198,18.0,Fixed Contract,22 June 1972,Scotland,1,2.6126,1
69,3.364022720062895,18.0,Fixed Contract,29 April 1978,Scotland,0,4.6418,1
70,1.6022188549202467,19.0,Fixed Contract,16 July 1980,Wales,1,3.2266,1
71,10.82363796292677,15.0,Fixed Contract,04 January 1996,Wales,1,11.0065,0
72,2.8608492503754013,18.0,Rolling Contract,02 April 1971,England,0,1.288,0
73,12.460695939789309,17.0,Fixed Contract,13 June 1998,Wales,0,11.3882,1
74,17.93950537875235,13.0,Fixed Contract,15 October 2006,England,0,18.9712,1
75,7.766924923486556,19.0,Fixed Contract,29 March 1985,England,1,6.2857,1
76,1.8036109537330094,20.0,Rolling Contract,21 August 1967,NI,0,0.9816,0
77,4.781776041157917,18.0,Fixed Contract,10 January 1979,England,0,3.2922,0
78,0.0,18.0,Fixed Contract,31 May 1965,Scotland,1,1.0058,1
79,11.737873519667799,16.0,Fixed Contract,09 September 2000,England,1,14.5025,0
80,2.8361525308126794,12.0,Fixed Contract,12 October 1974,NI,1,1.8142999999999998,1
81,2.816541330602798,15.0,Fixed Contract,19 June 1977,England,0,2.7526,0
82,13.534614358680358,21.0,Rolling Contract,18 August 1994,Scotland,1,11.4192,1
83,5.715499922880902,14.0,Fixed Contract,12 April 1986,England,0,4.7916,1
84,5.279864561789858,18.0,Fixed Contract,10 November 1987,England,1,5.6941,0
85,2.569747422346572,15.0,Fixed Contract,12 August 1978,NI,1,4.0863,1
86,5.500790176562599,17.0,Fixed Contract,01 September 1986,England,1,7.2003,1
87,2.827028704858498,21.0,Rolling Contract,09 October 1977,NI,0,2.8263,1
88,4.561343861927547,23.0,Fixed Contract,04 May 1982,Wales,0,3.8053,1
89,3.294595236209774,25.0,Rolling Contract,25 December 1975,England,0,3.9530000000000003,0
90,0.3097029029165021,15.0,Fixed Contract,17 April 1968,Scotland,0,0.7947,1
91,9.120558596786218,17.0,Fixed Contract,19 March 1993,NI,1,7.768599999999999,1
92,6.227363455210897,30.0,Rolling Contract,08 March 1986,England,0,5.4479,1
93,0.09998649853174602,12.0,Fixed Contract,16 August 1975,England,1,2.7133,1
94,1.0877982310486514,12.0,Fixed Contract,03 March 1977,Scotland,1,2.8097,1
95,10.215384322440858,17.0,Fixed Contract,01 June 1999,Scotland,1,11.0926,1
96,1.8100086089425054,18.0,Fixed Contract,11 April 1970,NI,1,2.7784,0
97,2.0892911085877883,12.0,Fixed Contract,04 October 1975,England,0,2.1189,1
98,2.337867279576482,16.0,Fixed Contract,01 June 1965,NI,1,0.48950000000000005,0
99,0.0,14.0,Fixed Contract,21 May 1975,NI,0,2.1148,1
100,12.597825265021463,12.0,Fixed Contract,20 August 1995,NI,1,10.9197,1
101,4.807626361723809,20.0,Fixed Contract,27 December 1979,England,0,,1
102,0.7459404846609723,23.0,Fixed Contract,19 February 1975,England,1,2.4237,1
103,5.832167533226899,12.0,Fixed Contract,12 December 1986,Scotland,1,5.7992,1
104,1.5412624811710867,34.0,Rolling Contract,19 February 1974,NI,1,1.6495000000000002,0
105,5.0064849333067585,18.0,Fixed Contract,25 January 1980,Scotland,1,3.4098,0
106,14.439853366997404,13.0,Fixed Contract,16 October 2001,NI,0,13.584,1
107,2.119115154384007,18.0,Fixed Contract,07 November 1975,NI,1,2.1947,1
108,2.020091402824615,17.0,Fixed Contract,20 August 1971,Wales,1,2.2306,1
109,0.7902583331042865,11.0,Fixed Contract,14 June 1971,Scotland,0,0.9394,1
110,13.285374972194692,16.0,Fixed Contract,29 January 2003,NI,0,13.514,0
111,1.9951001651811313,21.0,Rolling Contract,24 December 1971,Scotland,0,0.9571000000000001,1
112,1.1440060649510442,18.0,Fixed Contract,26 November 1973,Wales,0,1.466,0
113,20.316951022348476,17.0,Fixed Contract,30 May 2005,England,1,17.1862,1
114,0.33451827344533513,26.0,Rolling Contract,17 September 1965,England,1,1.2752,0
115,4.024710477400976,10.0,Fixed Contract,03 September 1977,Scotland,1,2.4779,1
116,1.0976683775302472,13.0,Fixed Contract,30 December 1965,England,0,0.8274999999999999,1
117,7.1723728134162,21.0,Rolling Contract,07 October 1992,NI,1,9.3312,0
118,8.900316982497637,18.0,Fixed Contract,18 September 1990,England,1,8.3308,1
119,2.0341636703345616,12.0,Fixed Contract,24 September 1986,England,1,5.3935,1
120,8.70724325369681,15.0,Fixed Contract,22 June 1987,Wales,1,5.8179,1
121,7.5002007977267935,21.0,Fixed Contract,01 March 1989,England,1,6.9058,0
122,9.125933477796917,16.0,Fixed Contract,10 May 1996,England,0,10.6421,0
123,9.553775025073405,16.0,Fixed Contract,10 May 1997,NI,0,10.2281,0
124,2.9408342726106893,29.0,Rolling Contract,24 November 1978,England,1,4.7104,0
125,14.99697011122315,15.0,Fixed Contract,01 June 2001,Scotland,0,15.4311,1
126,8.744071124755276,22.0,Fixed Contract,24 May 1986,Wales,1,7.7330000000000005,1
127,4.904205204937932,17.0,Fixed Contract,10 February 1982,NI,1,3.8304,0
128,3.0228096789379633,26.0,Rolling Contract,22 June 1967,Wales,1,0.9397,1
129,,24.0,Rolling Contract,11 April 1976,England,1,3.441,0
130,9.239431438936665,18.0,Fixed Contract,12 October 1995,England,0,11.4261,0
131,1.902472569180148,16.0,Fixed Contract,09 April 1969,Scotland,1,0.9801,1
132,7.674966581304581,15.0,Fixed Contract,10 June 1990,NI,1,7.5527,1
133,2.951492392233873,17.0,Fixed Contract,18 May 1978,England,0,4.2556,1
134,5.726319903315403,18.0,Fixed Contract,03 July 1987,NI,1,6.9667,0
135,9.857979305611371,19.0,Fixed Contract,07 September 1998,NI,0,11.2003,1
136,,24.0,Rolling Contract,28 December 1983,England,0,5.9955,0
137,0.8596623081889521,20.0,Fixed Contract,08 March 1972,NI,0,2.6335,1
138,7.850745532701467,17.0,Rolling Contract,02 November 1987,England,1,6.4991,1
139,9.769242485673537,14.0,Fixed Contract,06 February 1994,Wales,1,9.1038,0
140,3.0920103246870974,31.0,Rolling Contract,19 February 1976,England,1,2.3066,1
141,10.319950584639706,12.0,Fixed Contract,23 May 1997,England,0,10.2113,1
142,10.08473283081005,14.0,Fixed Contract,15 September 2000,England,0,11.6051,1
143,2.3815005277085657,18.0,Fixed Contract,09 May 1977,Scotland,0,1.8998,1
144,0.0,22.0,Rolling Contract,15 November 1969,Wales,1,1.786,1
145,4.258161329268169,20.0,Fixed Contract,01 January 1980,Scotland,0,5.0463,1
146,9.673658119892092,16.0,Fixed Contract,29 April 1994,NI,0,9.0121,1
147,10.867180507883994,22.0,Rolling Contract,22 March 1995,England,1,9.7648,1
148,5.42419975948132,15.0,Fixed Contract,31 August 1982,Scotland,0,3.9691,0
149,3.588062748284993,15.0,Fixed Contract,12 February 1972,NI,1,2.6614,1
150,0.041643474069882114,18.0,Rolling Contract,26 October 1970,England,0,2.2301,1
151,3.389663243094338,13.0,Fixed Contract,15 February 1980,NI,0,3.3163,1
152,5.496506143577364,21.0,Rolling Contract,20 March 1987,Wales,1,5.2241,1
153,1.337709000763329,22.0,Rolling Contract,14 May 1973,Wales,1,1.8626999999999998,1
154,3.5188418141681623,24.0,Rolling Contract,04 September 1976,Scotland,1,2.8951,1
155,5.933352535906216,25.0,Fixed Contract,04 October 1986,Scotland,1,5.5701,0
156,17.053077015189587,16.0,Fixed Contract,22 March 2002,NI,1,13.7282,1
157,4.783944969132558,12.0,Fixed Contract,24 April 1981,Scotland,1,3.6458000000000004,1
158,7.609599671307322,18.0,Fixed Contract,24 January 1994,Scotland,0,9.0559,1
159,,20.0,Fixed Contract,05 July 1985,England,0,5.1196,1
160,6.950972504001242,13.0,Fixed Contract,10 July 1990,NI,1,7.3098,1
161,5.687697007997559,20.0,Rolling Contract,09 June 1983,England,1,6.1704,1
162,10.381447405946924,14.0,Fixed Contract,11 January 1989,NI,1,8.5061,1
163,6.597354673872886,18.0,Fixed Contract,06 January 1988,Scotland,0,6.8795,1
164,6.6574000537798685,17.0,Fixed Contract,05 July 1992,Wales,1,7.0839,1
165,3.671754527796647,14.0,Fixed Contract,16 May 1980,Wales,1,3.6634,1
166,6.566952389952088,17.0,Fixed Contract,29 January 1985,England,0,6.1433,0
167,13.782813212203271,11.0,Fixed Contract,04 June 2002,England,1,13.6749,1
168,2.697014833007338,14.0,Fixed Contract,30 May 1971,England,1,1.8708,1
169,6.195180414488178,15.0,Fixed Contract,11 June 1982,NI,1,6.0185,1
170,7.757881318910057,28.0,Rolling Contract,08 January 1987,NI,1,7.2581,0
171,6.449649424347676,17.0,Rolling Contract,12 February 1988,NI,1,6.2597,0
172,0.10820802895421311,18.0,Fixed Contract,03 December 1968,England,1,1.2083,0
173,1.1905989580173308,18.0,Fixed Contract,07 March 1969,England,1,2.5473,0
174,0.0,21.0,Fixed Contract,04 May 1970,England,0,2.3731,0
175,8.661390031745649,18.0,Fixed Contract,15 April 1989,England,0,6.4549,1
176,0.0,20.0,Fixed Contract,08 July 1965,Scotland,1,0.5876999999999999,1
177,10.181397758310792,13.0,Fixed Contract,26 April 1997,Wales,1,10.7694,1
178,0.0,19.0,Fixed Contract,29 May 1971,England,1,1.7164000000000001,0
179,19.996291130272553,12.0,Fixed Contract,13 August 2003,Scotland,0,19.3976,1
180,5.672749318363957,17.0,Fixed Contract,13 March 1982,Wales,1,4.9715,0
181,,24.0,Rolling Contract,27 September 1986,NI,1,6.6706,1
182,7.966455471284641,14.0,Fixed Contract,15 August 1991,Scotland,0,8.2828,1
183,3.1440133697024364,32.0,Rolling Contract,18 March 1976,NI,1,3.6685999999999996,1
184,0.7538789257454548,17.0,Fixed Contract,25 January 1975,Scotland,1,2.2296,1
185,6.849273056862368,14.0,Fixed Contract,01 August 1982,England,0,5.6174,1
186,4.045425994442059,10.0,Fixed Contract,25 May 1983,England,1,4.6297,1
187,0.0,23.0,Fixed Contract,13 December 1967,NI,1,1.2595,0
188,8.333551375155523,12.0,Fixed Contract,10 June 1988,Wales,1,6.5658,1
189,11.573714879288747,18.0,Fixed Contract,11 July 1997,NI,1,11.1128,1
190,3.5340190468792567,26.0,Rolling Contract,12 November 1981,England,1,3.4833,0
191,7.463019887116405,25.0,Rolling Contract,27 April 1987,England,1,6.5794,0
192,4.840963106240373,18.0,Fixed Contract,09 August 1975,England,0,2.4457,1
193,9.713404681836934,18.0,Fixed Contract,14 July 1992,England,1,10.0575,1
194,0.9629772718969011,24.0,Rolling Contract,27 November 1970,Wales,0,0.8764000000000001,0
195,3.9385537582565697,13.0,Fixed Contract,20 July 1976,England,1,3.0205,1
196,6.489498070809057,15.0,Fixed Contract,03 June 1985,NI,1,6.2957,1
197,0.5771711183345046,20.0,Fixed Contract,25 February 1969,England,1,1.0274,1
198,0.5612422965312006,27.0,Rolling Contract,22 February 1964,England,1,0.0,0
199,7.491782127396008,15.0,Fixed Contract,28 May 1988,Wales,1,8.2911,1
200,2.51106522647252,24.0,Rolling Contract,30 April 1975,England,1,3.0866,0
201,4.83404786961753,15.0,Fixed Contract,12 February 1983,Wales,1,4.0395,1
202,8.602300194316209,24.0,Rolling Contract,26 September 1982,Wales,1,7.727399999999999,1
203,8.562117161379614,13.0,Fixed Contract,01 May 1987,NI,1,7.5283999999999995,1
204,9.135739288192376,16.0,Fixed Contract,27 August 1992,England,1,10.093,1
205,6.37943618401888,17.0,Fixed Contract,21 December 1985,NI,1,7.2755,1
206,4.919622514037483,13.0,Fixed Contract,16 June 1976,England,1,4.2735,1
207,3.255608828625615,13.0,Fixed Contract,10 April 1975,England,0,3.0941,1
208,6.123432888898786,35.0,Rolling Contract,13 March 1978,Scotland,1,3.8013000000000003,0
209,27.858472091280735,15.0,Fixed Contract,21 December 2006,NI,0,27.0418,1
210,4.060512456427785,14.0,Fixed Contract,18 January 1979,England,1,4.4016,1
211,8.34315880962662,16.0,Fixed Contract,28 August 1992,NI,1,8.251,0
212,7.1106079152096076,22.0,Fixed Contract,11 October 1984,England,1,7.4486,0
213,3.836429969922317,16.0,Fixed Contract,15 September 1978,England,1,4.4041,1
214,4.498729462293507,9.0,Fixed Contract,16 June 1977,England,0,2.6882,1
215,7.646285019259317,15.0,Fixed Contract,13 September 1988,Wales,1,6.0013,0
216,5.148349908052442,18.0,Fixed Contract,27 April 1984,England,0,5.254,1
217,4.724448259632503,20.0,Rolling Contract,20 April 1977,NI,1,2.3241,1
218,6.388146257196369,18.0,Fixed Contract,04 July 1977,Wales,1,3.7798999999999996,0
219,1.4838672499845582,14.0,Fixed Contract,13 June 1962,Wales,1,0.44179999999999997,1
